half,minutes,seconds,universal,uconn,duke,diff,individual_points,player,team
1,20,00,1,0,0,0,0,,
1,19,59,2,0,0,0,0,,
1,19,58,3,0,0,0,0,,
1,19,57,4,0,0,0,0,,
1,19,56,5,0,0,0,0,,
1,19,55,6,0,0,0,0,,
1,19,54,7,0,0,0,0,,
1,19,53,8,0,0,0,0,,
1,19,52,9,0,0,0,0,,
1,19,51,10,0,0,0,0,,
1,19,50,11,0,0,0,0,,
1,19,49,12,0,0,0,0,,
1,19,48,13,0,0,0,0,,
1,19,47,14,0,0,0,0,,
1,19,46,15,0,0,0,0,,
1,19,45,16,0,0,0,0,,
1,19,44,17,0,0,0,0,,
1,19,43,18,0,0,0,0,,
1,19,42,19,0,0,0,0,,
1,19,41,20,0,0,0,0,,
1,19,40,21,0,0,0,0,,
1,19,39,22,2,0,-2,2,Tarris Reed Jr,Uconn
1,19,38,23,2,0,-2,0,,
1,19,37,24,2,0,-2,0,,
1,19,36,25,2,0,-2,0,,
1,19,35,26,2,0,-2,0,,
1,19,34,27,2,0,-2,0,,
1,19,33,28,2,0,-2,0,,
1,19,32,29,2,0,-2,0,,
1,19,31,30,2,0,-2,0,,
1,19,30,31,2,0,-2,0,,
1,19,29,32,2,0,-2,0,,
1,19,28,33,2,0,-2,0,,
1,19,27,34,2,0,-2,0,,
1,19,26,35,2,0,-2,0,,
1,19,25,36,2,0,-2,0,,
1,19,24,37,2,0,-2,0,,
1,19,23,38,2,0,-2,0,,
1,19,22,39,2,0,-2,0,,
1,19,21,40,2,0,-2,0,,
1,19,20,41,2,0,-2,0,,
1,19,19,42,2,0,-2,0,,
1,19,18,43,2,0,-2,0,,
1,19,17,44,2,0,-2,0,,
1,19,16,45,2,0,-2,0,,
1,19,15,46,2,0,-2,0,,
1,19,14,47,2,0,-2,0,,
1,19,13,48,2,0,-2,0,,
1,19,12,49,2,0,-2,0,,
1,19,11,50,2,0,-2,0,,
1,19,10,51,2,0,-2,0,,
1,19,09,52,2,0,-2,0,,
1,19,08,53,2,0,-2,0,,
1,19,07,54,2,0,-2,0,,
1,19,06,55,2,0,-2,0,,
1,19,05,56,2,0,-2,0,,
1,19,04,57,2,0,-2,0,,
1,19,03,58,2,0,-2,0,,
1,19,02,59,2,0,-2,0,,
1,19,01,60,2,0,-2,0,,
1,19,00,61,2,0,-2,0,,
1,18,59,62,2,0,-2,0,,
1,18,58,63,2,0,-2,0,,
1,18,57,64,2,0,-2,0,,
1,18,56,65,2,0,-2,0,,
1,18,55,66,2,0,-2,0,,
1,18,54,67,2,0,-2,0,,
1,18,53,68,2,0,-2,0,,
1,18,52,69,2,0,-2,0,,
1,18,51,70,2,0,-2,0,,
1,18,50,71,2,0,-2,0,,
1,18,49,72,2,0,-2,0,,
1,18,48,73,2,2,0,2,Dame Sarr,Duke
1,18,47,74,2,2,0,0,,
1,18,46,75,2,2,0,0,,
1,18,45,76,2,2,0,0,,
1,18,44,77,2,2,0,0,,
1,18,43,78,2,2,0,0,,
1,18,42,79,2,2,0,0,,
1,18,41,80,2,2,0,0,,
1,18,40,81,2,2,0,0,,
1,18,39,82,2,2,0,0,,
1,18,38,83,2,2,0,0,,
1,18,37,84,2,2,0,0,,
1,18,36,85,2,2,0,0,,
1,18,35,86,2,2,0,0,,
1,18,34,87,2,2,0,0,,
1,18,33,88,2,2,0,0,,
1,18,32,89,2,2,0,0,,
1,18,31,90,2,2,0,0,,
1,18,30,91,2,2,0,0,,
1,18,29,92,2,2,0,0,,
1,18,28,93,2,2,0,0,,
1,18,27,94,2,2,0,0,,
1,18,26,95,2,4,2,2,Cameron Boozer,Duke
1,18,25,96,2,4,2,0,,
1,18,24,97,2,4,2,0,,
1,18,23,98,2,4,2,0,,
1,18,22,99,2,4,2,0,,
1,18,21,100,2,4,2,0,,
1,18,20,101,2,4,2,0,,
1,18,19,102,2,4,2,0,,
1,18,18,103,2,4,2,0,,
1,18,17,104,2,4,2,0,,
1,18,16,105,2,4,2,0,,
1,18,15,106,2,4,2,0,,
1,18,14,107,2,4,2,0,,
1,18,13,108,2,4,2,0,,
1,18,12,109,2,4,2,0,,
1,18,11,110,2,4,2,0,,
1,18,10,111,2,4,2,0,,
1,18,09,112,2,4,2,0,,
1,18,08,113,2,4,2,0,,
1,18,07,114,2,4,2,0,,
1,18,06,115,2,4,2,0,,
1,18,05,116,2,4,2,0,,
1,18,04,117,2,4,2,0,,
1,18,03,118,2,4,2,0,,
1,18,02,119,2,4,2,0,,
1,18,01,120,2,4,2,0,,
1,18,00,121,2,4,2,0,,
1,17,59,122,2,4,2,0,,
1,17,58,123,2,4,2,0,,
1,17,57,124,2,4,2,0,,
1,17,56,125,2,4,2,0,,
1,17,55,126,2,4,2,0,,
1,17,54,127,2,4,2,0,,
1,17,53,128,2,4,2,0,,
1,17,52,129,2,4,2,0,,
1,17,51,130,2,4,2,0,,
1,17,50,131,2,4,2,0,,
1,17,49,132,2,4,2,0,,
1,17,48,133,2,4,2,0,,
1,17,47,134,2,4,2,0,,
1,17,46,135,2,4,2,0,,
1,17,45,136,2,7,5,3,Isaiah Evans,Duke
1,17,44,137,2,7,5,0,,
1,17,43,138,2,7,5,0,,
1,17,42,139,2,7,5,0,,
1,17,41,140,2,7,5,0,,
1,17,40,141,2,7,5,0,,
1,17,39,142,2,7,5,0,,
1,17,38,143,2,7,5,0,,
1,17,37,144,2,7,5,0,,
1,17,36,145,2,7,5,0,,
1,17,35,146,2,7,5,0,,
1,17,34,147,2,7,5,0,,
1,17,33,148,2,7,5,0,,
1,17,32,149,2,7,5,0,,
1,17,31,150,2,7,5,0,,
1,17,30,151,2,7,5,0,,
1,17,29,152,2,7,5,0,,
1,17,28,153,2,7,5,0,,
1,17,27,154,2,7,5,0,,
1,17,26,155,2,7,5,0,,
1,17,25,156,2,7,5,0,,
1,17,24,157,2,7,5,0,,
1,17,23,158,2,7,5,0,,
1,17,22,159,2,7,5,0,,
1,17,21,160,2,7,5,0,,
1,17,20,161,2,7,5,0,,
1,17,19,162,2,7,5,0,,
1,17,18,163,4,7,3,2,Tarris Reed Jr,Uconn
1,17,17,164,4,7,3,0,,
1,17,16,165,4,7,3,0,,
1,17,15,166,4,7,3,0,,
1,17,14,167,4,7,3,0,,
1,17,13,168,4,7,3,0,,
1,17,12,169,4,7,3,0,,
1,17,11,170,4,7,3,0,,
1,17,10,171,4,7,3,0,,
1,17,09,172,4,7,3,0,,
1,17,08,173,4,7,3,0,,
1,17,07,174,4,7,3,0,,
1,17,06,175,4,7,3,0,,
1,17,05,176,4,7,3,0,,
1,17,04,177,4,7,3,0,,
1,17,03,178,4,9,5,2,Cayden Boozer,Duke
1,17,02,179,4,9,5,0,,
1,17,01,180,4,9,5,0,,
1,17,00,181,4,9,5,0,,
1,16,59,182,4,9,5,0,,
1,16,58,183,4,9,5,0,,
1,16,57,184,4,9,5,0,,
1,16,56,185,4,9,5,0,,
1,16,55,186,4,9,5,0,,
1,16,54,187,4,9,5,0,,
1,16,53,188,4,9,5,0,,
1,16,52,189,4,9,5,0,,
1,16,51,190,4,9,5,0,,
1,16,50,191,4,9,5,0,,
1,16,49,192,4,9,5,0,,
1,16,48,193,4,9,5,0,,
1,16,47,194,4,9,5,0,,
1,16,46,195,4,9,5,0,,
1,16,45,196,4,9,5,0,,
1,16,44,197,4,9,5,0,,
1,16,43,198,4,9,5,0,,
1,16,42,199,6,9,3,2,Solo Ball,Uconn
1,16,41,200,6,9,3,0,,
1,16,40,201,6,9,3,0,,
1,16,39,202,6,9,3,0,,
1,16,38,203,6,9,3,0,,
1,16,37,204,6,9,3,0,,
1,16,36,205,6,9,3,0,,
1,16,35,206,6,9,3,0,,
1,16,34,207,6,9,3,0,,
1,16,33,208,6,9,3,0,,
1,16,32,209,6,9,3,0,,
1,16,31,210,6,9,3,0,,
1,16,30,211,6,9,3,0,,
1,16,29,212,6,9,3,0,,
1,16,28,213,6,9,3,0,,
1,16,27,214,6,9,3,0,,
1,16,26,215,6,9,3,0,,
1,16,25,216,6,9,3,0,,
1,16,24,217,6,9,3,0,,
1,16,23,218,6,9,3,0,,
1,16,22,219,6,9,3,0,,
1,16,21,220,6,9,3,0,,
1,16,20,221,6,9,3,0,,
1,16,19,222,6,9,3,0,,
1,16,18,223,6,9,3,0,,
1,16,17,224,6,12,6,3,Dame Sarr,Duke
1,16,16,225,6,12,6,0,,
1,16,15,226,6,12,6,0,,
1,16,14,227,6,12,6,0,,
1,16,13,228,6,12,6,0,,
1,16,12,229,6,12,6,0,,
1,16,11,230,6,12,6,0,,
1,16,10,231,6,12,6,0,,
1,16,09,232,6,12,6,0,,
1,16,08,233,6,12,6,0,,
1,16,07,234,6,12,6,0,,
1,16,06,235,6,12,6,0,,
1,16,05,236,6,12,6,0,,
1,16,04,237,6,12,6,0,,
1,16,03,238,6,12,6,0,,
1,16,02,239,6,12,6,0,,
1,16,01,240,6,12,6,0,,
1,16,00,241,6,12,6,0,,
1,15,59,242,6,12,6,0,,
1,15,58,243,6,12,6,0,,
1,15,57,244,6,12,6,0,,
1,15,56,245,6,12,6,0,,
1,15,55,246,6,12,6,0,,
1,15,54,247,6,12,6,0,,
1,15,53,248,6,12,6,0,,
1,15,52,249,6,12,6,0,,
1,15,51,250,6,12,6,0,,
1,15,50,251,6,12,6,0,,
1,15,49,252,6,12,6,0,,
1,15,48,253,6,12,6,0,,
1,15,47,254,6,12,6,0,,
1,15,46,255,6,14,8,2,Cameron Boozer,Duke
1,15,45,256,6,14,8,0,,
1,15,44,257,6,14,8,0,,
1,15,43,258,6,14,8,0,,
1,15,42,259,6,14,8,0,,
1,15,41,260,6,14,8,0,,
1,15,40,261,6,14,8,0,,
1,15,39,262,6,14,8,0,,
1,15,38,263,6,14,8,0,,
1,15,37,264,6,14,8,0,,
1,15,36,265,6,14,8,0,,
1,15,35,266,6,14,8,0,,
1,15,34,267,6,14,8,0,,
1,15,33,268,6,14,8,0,,
1,15,32,269,6,14,8,0,,
1,15,31,270,6,14,8,0,,
1,15,30,271,6,14,8,0,,
1,15,29,272,6,14,8,0,,
1,15,28,273,6,14,8,0,,
1,15,27,274,6,14,8,0,,
1,15,26,275,6,14,8,0,,
1,15,25,276,6,14,8,0,,
1,15,24,277,6,14,8,0,,
1,15,23,278,8,14,6,2,Tarris Reed Jr,Uconn
1,15,22,279,8,14,6,0,,
1,15,21,280,8,14,6,0,,
1,15,20,281,8,14,6,0,,
1,15,19,282,8,14,6,0,,
1,15,18,283,8,14,6,0,,
1,15,17,284,8,14,6,0,,
1,15,16,285,8,14,6,0,,
1,15,15,286,8,14,6,0,,
1,15,14,287,8,14,6,0,,
1,15,13,288,8,14,6,0,,
1,15,12,289,8,14,6,0,,
1,15,11,290,8,14,6,0,,
1,15,10,291,8,14,6,0,,
1,15,09,292,8,14,6,0,,
1,15,08,293,8,14,6,0,,
1,15,07,294,8,14,6,0,,
1,15,06,295,8,16,8,2,Cayden Boozer,Duke
1,15,05,296,8,16,8,0,,
1,15,04,297,8,16,8,0,,
1,15,03,298,8,16,8,0,,
1,15,02,299,8,16,8,0,,
1,15,01,300,8,16,8,0,,
1,15,00,301,8,16,8,0,,
1,14,59,302,8,16,8,0,,
1,14,58,303,8,16,8,0,,
1,14,57,304,8,16,8,0,,
1,14,56,305,8,16,8,0,,
1,14,55,306,8,16,8,0,,
1,14,54,307,8,16,8,0,,
1,14,53,308,8,16,8,0,,
1,14,52,309,8,16,8,0,,
1,14,51,310,8,16,8,0,,
1,14,50,311,8,16,8,0,,
1,14,49,312,8,16,8,0,,
1,14,48,313,8,16,8,0,,
1,14,47,314,8,16,8,0,,
1,14,46,315,8,16,8,0,,
1,14,45,316,8,16,8,0,,
1,14,44,317,8,16,8,0,,
1,14,43,318,8,16,8,0,,
1,14,42,319,10,16,6,2,Tarris Reed Jr,Uconn
1,14,41,320,10,16,6,0,,
1,14,40,321,10,16,6,0,,
1,14,39,322,10,16,6,0,,
1,14,38,323,10,16,6,0,,
1,14,37,324,10,16,6,0,,
1,14,36,325,10,16,6,0,,
1,14,35,326,10,16,6,0,,
1,14,34,327,10,16,6,0,,
1,14,33,328,10,16,6,0,,
1,14,32,329,10,16,6,0,,
1,14,31,330,10,16,6,0,,
1,14,30,331,10,16,6,0,,
1,14,29,332,10,16,6,0,,
1,14,28,333,10,16,6,0,,
1,14,27,334,10,16,6,0,,
1,14,26,335,10,16,6,0,,
1,14,25,336,10,16,6,0,,
1,14,24,337,10,16,6,0,,
1,14,23,338,10,16,6,0,,
1,14,22,339,10,19,9,3,Cameron Boozer,Duke
1,14,21,340,10,19,9,0,,
1,14,20,341,10,19,9,0,,
1,14,19,342,10,19,9,0,,
1,14,18,343,10,19,9,0,,
1,14,17,344,10,19,9,0,,
1,14,16,345,10,19,9,0,,
1,14,15,346,10,19,9,0,,
1,14,14,347,10,19,9,0,,
1,14,13,348,10,19,9,0,,
1,14,12,349,10,19,9,0,,
1,14,11,350,10,19,9,0,,
1,14,10,351,10,19,9,0,,
1,14,09,352,10,19,9,0,,
1,14,08,353,10,19,9,0,,
1,14,07,354,10,19,9,0,,
1,14,06,355,10,19,9,0,,
1,14,05,356,10,19,9,0,,
1,14,04,357,10,19,9,0,,
1,14,03,358,10,19,9,0,,
1,14,02,359,10,19,9,0,,
1,14,01,360,10,19,9,0,,
1,14,00,361,10,19,9,0,,
1,13,59,362,10,19,9,0,,
1,13,58,363,10,19,9,0,,
1,13,57,364,12,19,7,2,Braylon Mullins,Uconn
1,13,56,365,12,19,7,0,,
1,13,55,366,12,19,7,0,,
1,13,54,367,12,19,7,0,,
1,13,53,368,12,19,7,0,,
1,13,52,369,12,19,7,0,,
1,13,51,370,12,19,7,0,,
1,13,50,371,12,19,7,0,,
1,13,49,372,12,19,7,0,,
1,13,48,373,12,19,7,0,,
1,13,47,374,12,19,7,0,,
1,13,46,375,12,19,7,0,,
1,13,45,376,12,19,7,0,,
1,13,44,377,12,19,7,0,,
1,13,43,378,12,19,7,0,,
1,13,42,379,12,19,7,0,,
1,13,41,380,12,19,7,0,,
1,13,40,381,12,19,7,0,,
1,13,39,382,12,19,7,0,,
1,13,38,383,12,19,7,0,,
1,13,37,384,12,19,7,0,,
1,13,36,385,12,19,7,0,,
1,13,35,386,12,19,7,0,,
1,13,34,387,12,19,7,0,,
1,13,33,388,12,19,7,0,,
1,13,32,389,12,19,7,0,,
1,13,31,390,12,19,7,0,,
1,13,30,391,12,19,7,0,,
1,13,29,392,12,19,7,0,,
1,13,28,393,12,19,7,0,,
1,13,27,394,12,19,7,0,,
1,13,26,395,12,19,7,0,,
1,13,25,396,12,19,7,0,,
1,13,24,397,12,22,10,3,Cayden Boozer,Duke
1,13,23,398,12,22,10,0,,
1,13,22,399,12,22,10,0,,
1,13,21,400,12,22,10,0,,
1,13,20,401,12,22,10,0,,
1,13,19,402,12,22,10,0,,
1,13,18,403,12,22,10,0,,
1,13,17,404,12,22,10,0,,
1,13,16,405,12,22,10,0,,
1,13,15,406,12,22,10,0,,
1,13,14,407,12,22,10,0,,
1,13,13,408,12,22,10,0,,
1,13,12,409,12,22,10,0,,
1,13,11,410,12,22,10,0,,
1,13,10,411,12,22,10,0,,
1,13,09,412,12,22,10,0,,
1,13,08,413,12,22,10,0,,
1,13,07,414,12,22,10,0,,
1,13,06,415,12,22,10,0,,
1,13,05,416,12,22,10,0,,
1,13,04,417,12,22,10,0,,
1,13,03,418,12,22,10,0,,
1,13,02,419,12,22,10,0,,
1,13,01,420,12,22,10,0,,
1,13,00,421,12,22,10,0,,
1,12,59,422,12,22,10,0,,
1,12,58,423,12,22,10,0,,
1,12,57,424,12,22,10,0,,
1,12,56,425,12,22,10,0,,
1,12,55,426,12,22,10,0,,
1,12,54,427,12,22,10,0,,
1,12,53,428,14,22,8,2,Tarris Reed Jr,Uconn
1,12,52,429,14,22,8,0,,
1,12,51,430,14,22,8,0,,
1,12,50,431,14,22,8,0,,
1,12,49,432,14,22,8,0,,
1,12,48,433,14,22,8,0,,
1,12,47,434,14,22,8,0,,
1,12,46,435,14,22,8,0,,
1,12,45,436,14,22,8,0,,
1,12,44,437,14,22,8,0,,
1,12,43,438,14,22,8,0,,
1,12,42,439,14,22,8,0,,
1,12,41,440,14,22,8,0,,
1,12,40,441,14,22,8,0,,
1,12,39,442,14,22,8,0,,
1,12,38,443,14,22,8,0,,
1,12,37,444,14,22,8,0,,
1,12,36,445,14,22,8,0,,
1,12,35,446,14,22,8,0,,
1,12,34,447,14,22,8,0,,
1,12,33,448,14,22,8,0,,
1,12,32,449,14,22,8,0,,
1,12,31,450,14,22,8,0,,
1,12,30,451,14,22,8,0,,
1,12,29,452,14,22,8,0,,
1,12,28,453,14,22,8,0,,
1,12,27,454,14,22,8,0,,
1,12,26,455,14,22,8,0,,
1,12,25,456,14,22,8,0,,
1,12,24,457,14,22,8,0,,
1,12,23,458,14,22,8,0,,
1,12,22,459,14,22,8,0,,
1,12,21,460,16,22,6,2,Tarris Reed Jr,Uconn
1,12,20,461,16,22,6,0,,
1,12,19,462,16,22,6,0,,
1,12,18,463,16,22,6,0,,
1,12,17,464,16,22,6,0,,
1,12,16,465,16,22,6,0,,
1,12,15,466,16,22,6,0,,
1,12,14,467,16,22,6,0,,
1,12,13,468,16,22,6,0,,
1,12,12,469,16,22,6,0,,
1,12,11,470,16,22,6,0,,
1,12,10,471,16,22,6,0,,
1,12,09,472,16,22,6,0,,
1,12,08,473,16,22,6,0,,
1,12,07,474,16,22,6,0,,
1,12,06,475,16,22,6,0,,
1,12,05,476,16,22,6,0,,
1,12,04,477,16,22,6,0,,
1,12,03,478,16,22,6,0,,
1,12,02,479,16,22,6,0,,
1,12,01,480,16,22,6,0,,
1,12,00,481,16,22,6,0,,
1,11,59,482,16,22,6,0,,
1,11,58,483,16,22,6,0,,
1,11,57,484,16,22,6,0,,
1,11,56,485,16,22,6,0,,
1,11,55,486,16,22,6,0,,
1,11,54,487,16,22,6,0,,
1,11,53,488,16,22,6,0,,
1,11,52,489,16,22,6,0,,
1,11,51,490,16,22,6,0,,
1,11,50,491,16,22,6,0,,
1,11,49,492,16,22,6,0,,
1,11,48,493,16,22,6,0,,
1,11,47,494,16,22,6,0,,
1,11,46,495,16,22,6,0,,
1,11,45,496,16,22,6,0,,
1,11,44,497,16,22,6,0,,
1,11,43,498,16,22,6,0,,
1,11,42,499,16,22,6,0,,
1,11,41,500,16,22,6,0,,
1,11,40,501,16,22,6,0,,
1,11,39,502,16,22,6,0,,
1,11,38,503,16,22,6,0,,
1,11,37,504,16,22,6,0,,
1,11,36,505,16,22,6,0,,
1,11,35,506,16,22,6,0,,
1,11,34,507,16,22,6,0,,
1,11,33,508,16,22,6,0,,
1,11,32,509,16,22,6,0,,
1,11,31,510,16,22,6,0,,
1,11,30,511,16,22,6,0,,
1,11,29,512,16,22,6,0,,
1,11,28,513,16,24,8,2,Isaiah Evans,Duke
1,11,27,514,16,24,8,0,,
1,11,26,515,16,24,8,0,,
1,11,25,516,16,24,8,0,,
1,11,24,517,16,24,8,0,,
1,11,23,518,16,24,8,0,,
1,11,22,519,16,24,8,0,,
1,11,21,520,16,24,8,0,,
1,11,20,521,16,24,8,0,,
1,11,19,522,16,24,8,0,,
1,11,18,523,16,24,8,0,,
1,11,17,524,16,24,8,0,,
1,11,16,525,16,24,8,0,,
1,11,15,526,16,24,8,0,,
1,11,14,527,16,24,8,0,,
1,11,13,528,16,24,8,0,,
1,11,12,529,16,24,8,0,,
1,11,11,530,16,24,8,0,,
1,11,10,531,16,24,8,0,,
1,11,09,532,16,24,8,0,,
1,11,08,533,16,24,8,0,,
1,11,07,534,16,24,8,0,,
1,11,06,535,16,24,8,0,,
1,11,05,536,16,24,8,0,,
1,11,04,537,16,24,8,0,,
1,11,03,538,16,24,8,0,,
1,11,02,539,16,24,8,0,,
1,11,01,540,16,24,8,0,,
1,11,00,541,16,24,8,0,,
1,10,59,542,16,24,8,0,,
1,10,58,543,16,24,8,0,,
1,10,57,544,16,24,8,0,,
1,10,56,545,16,24,8,0,,
1,10,55,546,16,24,8,0,,
1,10,54,547,16,24,8,0,,
1,10,53,548,16,24,8,0,,
1,10,52,549,16,24,8,0,,
1,10,51,550,16,24,8,0,,
1,10,50,551,16,24,8,0,,
1,10,49,552,16,24,8,0,,
1,10,48,553,16,24,8,0,,
1,10,47,554,16,24,8,0,,
1,10,46,555,16,24,8,0,,
1,10,45,556,16,24,8,0,,
1,10,44,557,16,24,8,0,,
1,10,43,558,16,24,8,0,,
1,10,42,559,16,24,8,0,,
1,10,41,560,16,24,8,0,,
1,10,40,561,16,24,8,0,,
1,10,39,562,16,24,8,0,,
1,10,38,563,16,24,8,0,,
1,10,37,564,16,24,8,0,,
1,10,36,565,16,24,8,0,,
1,10,35,566,16,24,8,0,,
1,10,34,567,16,24,8,0,,
1,10,33,568,16,24,8,0,,
1,10,32,569,16,24,8,0,,
1,10,31,570,16,24,8,0,,
1,10,30,571,16,24,8,0,,
1,10,29,572,16,24,8,0,,
1,10,28,573,16,24,8,0,,
1,10,27,574,16,24,8,0,,
1,10,26,575,16,24,8,0,,
1,10,25,576,16,24,8,0,,
1,10,24,577,16,24,8,0,,
1,10,23,578,16,24,8,0,,
1,10,22,579,16,24,8,0,,
1,10,21,580,16,24,8,0,,
1,10,20,581,16,24,8,0,,
1,10,19,582,16,24,8,0,,
1,10,18,583,16,24,8,0,,
1,10,17,584,16,24,8,0,,
1,10,16,585,16,24,8,0,,
1,10,15,586,16,24,8,0,,
1,10,14,587,16,24,8,0,,
1,10,13,588,16,24,8,0,,
1,10,12,589,16,24,8,0,,
1,10,11,590,16,24,8,0,,
1,10,10,591,16,24,8,0,,
1,10,09,592,16,26,10,2,Cameron Boozer,Duke
1,10,08,593,16,26,10,0,,
1,10,07,594,16,26,10,0,,
1,10,06,595,16,26,10,0,,
1,10,05,596,16,26,10,0,,
1,10,04,597,16,26,10,0,,
1,10,03,598,16,26,10,0,,
1,10,02,599,16,26,10,0,,
1,10,01,600,16,26,10,0,,
1,10,00,601,16,26,10,0,,
1,09,59,602,16,26,10,0,,
1,09,58,603,16,26,10,0,,
1,09,57,604,16,26,10,0,,
1,09,56,605,16,26,10,0,,
1,09,55,606,16,26,10,0,,
1,09,54,607,16,26,10,0,,
1,09,53,608,16,26,10,0,,
1,09,52,609,16,26,10,0,,
1,09,51,610,16,26,10,0,,
1,09,50,611,16,26,10,0,,
1,09,49,612,16,26,10,0,,
1,09,48,613,16,26,10,0,,
1,09,47,614,16,26,10,0,,
1,09,46,615,19,26,7,3,Malachi Smith,Uconn
1,09,45,616,19,26,7,0,,
1,09,44,617,19,26,7,0,,
1,09,43,618,19,26,7,0,,
1,09,42,619,19,26,7,0,,
1,09,41,620,19,26,7,0,,
1,09,40,621,19,26,7,0,,
1,09,39,622,19,26,7,0,,
1,09,38,623,19,26,7,0,,
1,09,37,624,19,26,7,0,,
1,09,36,625,19,26,7,0,,
1,09,35,626,19,26,7,0,,
1,09,34,627,19,26,7,0,,
1,09,33,628,19,26,7,0,,
1,09,32,629,19,26,7,0,,
1,09,31,630,19,26,7,0,,
1,09,30,631,19,26,7,0,,
1,09,29,632,19,26,7,0,,
1,09,28,633,19,26,7,0,,
1,09,27,634,19,26,7,0,,
1,09,26,635,19,26,7,0,,
1,09,25,636,19,26,7,0,,
1,09,24,637,19,26,7,0,,
1,09,23,638,19,26,7,0,,
